Word,Socialness,Concreteness,Valence_ext,Frequency,OLD,LDT_zRT,LDT_Accuracy,AoA.Rating,AoA.Test,WordType,zRTclean_mean,ACC,Hits,FalseAlarms,Hit_min_FA,Phonemes_no,phono_upoint,pld20_m,us_ldt_zrt_m,us_ldt_acc,us_ldt_zrtmdur_m,uk_ldt_zrt_m,uk_ldt_acc,uk_ldt_zrtmdur_m,sg_ldt_zrt_m,sg_ldt_acc,sg_ldt_zrtmdur_m,Length
millionaire,5.142857142857143,3.6,2.3200000000000003,2.465,4.5,-0.077,0.94,7.06,2,Concrete,-0.25,90.32%,NA,NA,NA,8,7,3.25,-0.283808698,1,-0.517450963,-0.191619861,0.87037037,-0.396700882,-0.138280945,0.943396226,0.004523608,11
millionth,1.826086956521739,2.7,0.41999999999999993,1.477,3.4,0.595,0.41,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
millstone,2.3181818181818183,3.92,0.13999999999999968,1.322,3.25,0.175,0.85,10.67,6,Concrete,-0.07,83.33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
mimic,5.2272727272727275,3.22,0.33000000000000007,1.613,2.3,-0.343,0.94,8.74,8,NA,NA,NA,0.8,0.23,0.57,5,4,1.9,-0.794042349,1,-0.404020615,-1.040238671,1,-0.225759903,-0.915850906,0.981818182,-0.15891955,5
mind,4.3478260869565215,2.5,1.7000000000000002,4.393,1.25,-0.771,0.97,5.37,2,NA,NA,NA,0.54,0.24,0.3,4,5,1.5,0.050920879,0.907692308,0.257727089,-0.129095166,0.910714286,-0.043511859,-0.152564687,0.925925926,0.69608517,4
mindful,3.4782608695652173,1.48,1.7000000000000002,1.415,2.85,-0.159,0.94,10.9,8,Abstract,-0.29,90.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
mindless,4.238095238095238,1.63,2,1.944,2.4,-0.44,1,9.89,12,Abstract,-0.23,90.63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
minefield,3.125,4.43,1.35,1.724,3.65,0.238,0.73,9.53,NA,Concrete,-0.39,75.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
mingle,5.391304347826087,3.17,0.20999999999999996,2.14,1.65,-0.23,0.97,10.29,8,NA,NA,NA,0.73,0.23,0.5,6,4,1.65,-0.677460626,0.985074627,-0.200058367,-1.017703457,0.981481481,-0.050758856,-0.93954726,0.981132075,-0.461714265,6
mini,1.92,2.89,0.8600000000000003,2.267,1.75,-0.445,0.97,7.25,NA,NA,NA,NA,0.75,0.1,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
miniature,1.5833333333333333,3.46,1.1100000000000003,2.111,3.15,0.04,1,9,6,NA,NA,NA,NA,NA,NA,8,5,3.15,-0.291071683,1,-0.165979568,-0.18555174,0.821428571,0.620881817,0.035483351,0.945454545,-0.213371909,9
minimal,2.1818181818181817,2,0.3799999999999999,2.045,2.65,-0.268,0.91,11.33,13,Abstract,0.06,93.55%,NA,NA,NA,7,8,2.1,-0.728162237,0.985074627,-0.212827112,-1.002973741,0.946428571,-0.038130375,-0.703111728,0.981481481,-0.306619482,7
minimize,2.625,2.37,0.16000000000000014,1.74,3,-0.466,0.97,10.89,10,Abstract,-0.02,90.32%,NA,NA,NA,7,6,2.9,-0.62205301,0.984848485,-1.067291655,-0.421989141,1,-1.173509816,-0.304548025,1,-0.907666663,8
minion,3.952380952380953,3.11,0.33000000000000007,1.681,2.1,0.323,0.47,11.31,14,NA,NA,NA,0.87,0.23,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
minister,5.75,4.22,0,2.974,2.35,-0.331,1,7.42,2,Concrete,-0.48,100.00%,NA,NA,NA,8,7,2.4,-0.053388451,0.954545455,0.014549762,-0.57253236,0.982142857,0.071550173,-0.299185597,0.909090909,-0.133032829,8
ministry,6.260869565217392,3.21,0.08000000000000007,2.295,3,-0.331,0.91,9.61,4,NA,NA,NA,NA,NA,NA,8,8,2.8,-0.243397016,0.969230769,-0.207864353,-0.287779023,0.946428571,-0.022508453,-0.362989429,1,-0.238884491,8
minor,3.652173913043478,2.61,0.1900000000000004,2.816,1.85,-0.631,1,9.11,6,NA,NA,NA,0.77,0.23,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
minority,4.695652173913044,2.65,0.25,2.057,3.1,-0.392,1,9.83,8,NA,NA,NA,NA,NA,NA,8,4,2.8,-0.456452934,0.985294118,-0.681697544,-0.45322196,1,-0.433558143,-0.166927079,1,-1.116237208,8
minute,2.125,3.04,0.5,4.285,2,-0.668,1,7.26,2,NA,NA,NA,0.63,0.1,0.53,5,4,1.9,-0.740289621,0.940298507,0.055336724,-0.993884256,1,-0.191917457,-0.650865038,0.905660377,-0.018052945,6
miracle,3.7916666666666665,1.96,2.3,3.134,2.65,-0.565,0.97,6.8,2,Abstract,-0.03,87.10%,NA,NA,NA,7,5,2.3,-0.48941038,0.955882353,-0.367658068,-0.522687989,0.981481481,-0.30688007,-0.663300679,1,-0.326626381,7
miraculous,2.9545454545454546,1.93,1.37,2.033,3.75,0.24,1,9.3,6,Abstract,-0.18,96.77%,NA,NA,NA,10,11,3.4,-0.170601492,0.970149254,-0.945783021,-0.120939493,0.962962963,-1.22381542,-0.043403116,0.981132075,-1.491342015,10
mirage,2,3.32,0.5300000000000002,1.903,2,0.05,0.91,10.89,10,NA,NA,NA,0.83,0.2,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
mirror,2.2857142857142856,4.97,0.9000000000000004,3.091,2.5,-0.659,1,4.89,2,Concrete,-0.91,100.00%,0.7,0.25,0.45,5,6,1.85,-0.703065007,0.955882353,-0.132386912,-0.836583703,0.944444444,0.011623954,-0.690308797,1,-0.158844894,6
misbehave,4.809523809523809,2.07,1.21,1.491,3.9,0.278,0.94,5.5,2,Abstract,0.04,84.38%,NA,NA,NA,8,6,3.9,0.127673019,0.984848485,-0.891632655,-0.302133741,1,-1.038867525,-0.126063101,0.981481481,-0.986437153,9
miscarriage,4.217391304347826,3.11,2.52,1.771,4.25,-0.151,1,11.47,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
mischief,4.380952380952381,1.9,0.21999999999999975,2.033,3.75,-0.339,0.94,9.05,6,Abstract,0.1,87.10%,0.8,0.22,0.58,6,6,2.6,-0.173980491,0.96969697,-0.539061148,-0.459990913,0.964912281,-0.184549065,-0.386337011,0.945454545,-0.624491278,8
mischievous,4.0476190476190474,2.37,0.5199999999999996,1.362,5.25,-0.02,0.91,9.17,6,Abstract,0.33,100.00%,NA,NA,NA,8,6,3.8,-0.374905023,0.970149254,-0.895977256,0.331111469,0.736842105,-0.851290434,0.136272654,0.851851852,-0.95701409,11
misconduct,5.136363636363637,2.19,1.4500000000000002,1.613,4.3,-0.029,1,9.22,6,Abstract,-0.15,96.88%,NA,NA,NA,10,5,4.3,0.476429629,0.954545455,-0.709030095,0.295287469,0.947368421,-0.884599416,0.176887624,0.963636364,-0.402416181,10
miserable,4,1.97,2.4,3.04,2.9,-0.327,1,10.11,4,Abstract,-0.15,93.75%,NA,NA,NA,9,6,2.9,-0.562568139,0.985294118,-0.33263945,-0.643876113,1,-0.340167605,-0.580137836,1,-0.770207662,9
misery,3.9565217391304346,2.04,2.8,2.722,1.95,-0.427,1,9.22,2,Abstract,-0.16,96.88%,NA,NA,NA,6,6,2,-0.871949638,0.984615385,-0.317842381,-0.749397647,0.982142857,0.008118343,-0.81804805,0.944444444,-0.394247731,6
misfire,3.04,3.31,2.37,1.342,2.65,-0.057,0.9,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
misfit,4.739130434782608,2.72,0.8099999999999996,1.491,2.85,0.016,0.91,7.22,6,NA,NA,NA,0.8,0.17,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
misfortune,4.5,2.07,2.6,2.137,4.35,-0.34,0.94,10.53,4,Abstract,-0.08,87.10%,NA,NA,NA,9,5,3.9,-0.12500959,0.985074627,-0.491952117,0.125183967,1,-0.566177413,0.070932724,1,-0.633939118,10
mishap,3.5454545454545454,2.5,1.5,1.732,2.75,-0.163,0.85,11.59,6,NA,NA,NA,0.62,0.18,0.43,6,6,2.9,-0.259241927,0.923076923,-0.01948009,-0.362886885,0.964285714,0.339758727,-0.32527049,0.944444444,0.173183888,6
mislead,4.181818181818182,2.41,1.7999999999999998,1.591,2.4,-0.431,0.97,9.65,6,Abstract,0.19,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
misplace,2.272727272727273,2.52,1.85,1.38,2.7,-0.294,0.97,8.72,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
misread,3,2.07,1.4100000000000001,1.653,2.55,-0.037,0.94,10.11,4,Abstract,0.58,77.42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
miss,3.909090909090909,2.54,0.9000000000000004,4.378,1.45,-0.551,1,6.33,2,NA,NA,NA,0.5,0.05,0.45,3,4,1,-0.28176996,0.926470588,0.013533959,-0.178914669,0.981481481,0.009008175,-0.383786292,0.962264151,0.224071605,4
mission,3.652173913043478,2.9,1.3899999999999997,3.38,1.95,-0.372,0.97,9.95,6,NA,NA,NA,0.67,0.2,0.47,5,6,1.85,-0.910762482,0.954545455,0.083206618,-1.286077096,0.982142857,0.151844413,-0.985932361,0.981481481,0.008191445,7
mistake,4.173913043478261,1.97,2.11,3.716,2.5,-0.613,1,5.78,2,Abstract,0.12,87.10%,0.63,0.2,0.43,6,7,2.25,-0.162165646,1,-0.503161287,-0.387295849,1,-0.544137649,-0.583326786,1,-0.22917774,7
mister,4.428571428571429,3.15,0.5599999999999996,3.367,1.65,-0.291,0.97,6.39,2,NA,NA,NA,0.77,0.2,0.57,6,7,1.75,-0.447374966,0.924242424,-0.079886193,-0.463167469,0.964912281,0.551033886,-0.397001264,0.909090909,0.276021069,6
mistletoe,3.782608695652174,4.85,2.0999999999999996,1.996,4,0.288,0.81,9.65,6,Concrete,-0.18,93.75%,NA,NA,NA,7,6,2.95,-0.216288759,0.940298507,-0.303657354,-0.276330603,0.925925926,-0.0477327,-0.073953739,0.924528302,0.045689588,9
mistress,5.916666666666667,4.22,1.1400000000000001,2.783,2.65,-0.463,1,11.72,6,Concrete,-0.13,93.55%,0.82,0.17,0.65,7,6,2.85,-0.520547034,1,-0.866669438,-0.477589389,0.947368421,-0.450370322,-0.142856534,1,-0.571932795,8
mistrust,5.086956521739131,2.04,3,1.518,2.8,-0.236,1,9.16,6,Abstract,0,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
misty,2.05,3.37,0.13999999999999968,1.909,1.8,-0.316,1,8.39,4,NA,NA,NA,NA,NA,NA,5,6,1.8,-0.332368681,0.938461538,0.336100972,-0.700784602,0.894736842,0.292329307,-0.297705454,0.944444444,0.104799428,5
misuse,3.3684210526315788,2.07,1.75,1.462,2.3,-0.061,0.94,9.68,6,Abstract,0.09,100.00%,NA,NA,NA,6,4,2.75,0.030144685,0.938461538,-0.867805939,-0.26499615,0.982142857,-0.804960073,-0.257351126,0.981481481,-0.494069645,6
mite,2,4.3,1.1,1.785,1.15,0.104,0.86,11.35,8,Concrete,-0.13,81.25%,0.72,0.13,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
mitigate,3.15,2.16,0.3799999999999999,1.342,2.7,0.162,0.73,15.25,14,Abstract,0.99,87.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
mitigating,2.9130434782608696,2.5,0.5300000000000002,1.505,3,0.382,0.58,13.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
mitten,1.8095238095238095,4.89,0.5999999999999996,1.38,1.8,-0.358,0.88,4.72,2,Concrete,-0.2,96.88%,NA,NA,NA,4,5,1.65,-0.286247897,0.779411765,0.785016741,-0.738263388,0.925925926,0.286747382,-0.143887563,0.849056604,0.497322933,6
mixer,2.238095238095238,4.33,0.09999999999999964,1.748,1.7,-0.543,1,7.05,2,Concrete,-0.49,83.87%,NA,NA,NA,6,5,1.9,-0.517219996,0.984848485,0.280462001,-0.325351673,0.894736842,0.205555007,-0.564497659,0.872727273,0.049242362,5
mixture,2.5217391304347827,3.79,0.9000000000000004,2.104,2.5,-0.595,0.94,8.11,2,Concrete,0.48,75.00%,0.65,0.18,0.47,7,5,2.55,-0.569354625,1,0.005014229,-0.326137932,0.907407407,0.270950557,-0.662056248,0.962264151,-0.320117145,7
mobile,3.695652173913043,2.93,0.8099999999999996,2.582,2,-0.415,1,8.72,6,NA,NA,NA,0.85,0.28,0.57,5,4,2.6,-0.630706325,0.924242424,0.056694186,-0.717463277,1,-0.439456856,-0.397042697,1,-0.482315097,6
mobility,3.2916666666666665,2.2,0.5300000000000002,1.556,2.5,-0.357,1,10.94,8,Abstract,-0.06,64.52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
mobilize,4.823529411764706,2.62,0.9500000000000002,1.724,2.65,-0.389,0.91,12.25,8,NA,NA,NA,NA,NA,NA,7,6,2.65,-0.304963092,1,-1.295570946,-0.343934462,1,-1.330209944,-0.26619186,0.944444444,-1.124118863,8
mockery,4.045454545454546,2.33,2.05,1.978,2.4,-0.437,0.91,12.22,6,Abstract,-0.12,80.65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
mockingbird,2.1,4.75,1.37,1.785,5.35,-0.21,0.94,9.06,4,Concrete,-0.37,100.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
mode,2.5,2.46,0.25,2.422,1.35,-0.675,0.97,9.68,12,Abstract,0.32,64.52%,0.56,0.29,0.26,3,4,1,0.015846414,0.727272727,0.555141614,0.284973202,0.649122807,0.442738564,-0.012490077,0.745454545,0.984445887,4
model,4.681818181818182,4.53,1.38,3.214,1.65,-0.703,0.97,5.83,2,Concrete,-0.5,100.00%,0.78,0.32,0.47,4,5,1.45,-0.659861699,0.985074627,-0.024389317,-0.957785096,0.964285714,0.294188917,-0.887152685,1,-0.099600478,5
modeling,4.333333333333333,3.48,0.6699999999999999,2.269,2.6,-0.435,1,8.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
moderation,3.619047619047619,1.9,0.2999999999999998,1.58,2.7,-0.203,1,10.79,12,Abstract,-0.08,87.50%,NA,NA,NA,9,7,2.45,-0.20953065,0.984848485,-0.487442189,-0.153977703,1,-0.550338616,-0.076881175,1,-1.02155193,10
modest,4.291666666666667,2.21,1.42,2.479,1.85,-0.591,1,10.68,8,Abstract,-0.35,93.55%,0.63,0.2,0.43,6,7,2,-0.495479266,0.939393939,-0.635863803,-0.537970618,0.839285714,-0.662528299,-0.846082721,1,-0.296386086,6
modesty,4.96,2.23,1.1900000000000004,1.959,2.55,-0.534,0.97,10.89,8,Abstract,-0.03,96.88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
modification,3.15,2.79,0.04999999999999982,1.643,2.65,-0.189,1,12.32,10,NA,NA,NA,NA,NA,NA,11,6,2.65,-0.102272344,1,-0.899455033,-0.114245965,1,-0.994460544,-0.120673077,1,-1.120996294,12
modify,2.4545454545454546,2.55,0.09999999999999964,1.708,2.5,-0.658,0.97,9.39,8,NA,NA,NA,NA,NA,NA,6,7,2.3,-0.546607688,0.940298507,-0.522044626,-0.706764226,1,-0.467831452,-0.545014709,1,-0.605332264,6
moisture,1.375,4.07,0.5,1.799,2.85,-0.301,0.97,6.5,2,Concrete,0.09,90.32%,0.73,0.07,0.67,6,7,2.45,-0.56930917,0.985074627,-0.581695436,-0.685659278,0.982142857,-0.170913197,-0.725031932,1,-0.409128894,8
molecular,1.7391304347826086,3.09,0.5,2.13,3.4,-0.285,0.97,11.84,NA,NA,NA,NA,NA,NA,NA,10,5,3.3,-0.083760528,1,-0.487430296,-0.101469937,0.875,-0.028249386,-0.002893421,0.87037037,-0.522641035,9
molecule,2,3.27,0.3700000000000001,1.613,3.55,-0.25,0.94,12,6,NA,NA,NA,NA,NA,NA,8,5,3.75,-0.315493872,0.969230769,-0.614594677,-0.176822508,0.946428571,-0.628937811,-0.414596116,0.981481481,-0.483704033,8
molest,4.909090909090909,3.03,3.1100000000000003,1.505,1.95,0.17,0.82,11.32,10,NA,NA,NA,0.75,0.12,0.63,6,5,2.4,-0.217970986,0.941176471,-0.43710072,-0.433202502,0.907407407,-0.65678257,-0.569551019,0.924528302,-0.213613942,6
molten,1.6666666666666667,3.2,0.25,1.778,2.1,0.106,0.88,9.06,10,NA,NA,NA,0.85,0.13,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
moment,3,1.61,1.0999999999999996,3.979,1.95,-0.779,1,7.95,2,Abstract,0.1,83.33%,0.45,0.15,0.3,6,7,2.4,-0.534644648,1,-0.497570381,-0.324107636,0.928571429,-0.140350286,-0.468124645,0.925925926,-0.455250716,6
momentary,2.72,1.93,0.04999999999999982,1.756,3.25,0.081,1,10.67,8,Abstract,0.37,100.00%,NA,NA,NA,9,9,3.25,0.095469002,1,-0.428192686,-0.083471292,0.912280702,-0.392558747,0.17784387,1,-0.192472722,9
momentous,3.3043478260869565,1.7,1.3499999999999996,1.568,3.35,0.088,0.97,13.39,14,Abstract,0.15,93.33%,NA,NA,NA,8,7,2.8,0.027101375,0.641791045,-0.578267255,0.177798413,0.759259259,-1.014592527,0.077824662,0.603773585,-0.871108624,9
momentum,3.347826086956522,2.5,1.0999999999999996,1.944,3.55,0.023,0.97,10.17,12,NA,NA,NA,NA,NA,NA,8,4,3.55,-0.556480727,1,-0.462819011,-0.216801991,0.981481481,0.087551248,-0.64995970300000006,1,-0.470177005,8
mommy,6.608695652173913,4.07,2.3899999999999997,3.558,1.85,-0.121,0.97,2.5,2,Concrete,-0.65,96.88%,0.83,0.08,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
monarch,5.1,4.14,0.6699999999999999,1.633,2.8,-0.508,0.97,10.12,6,Concrete,-0.25,96.67%,0.73,0.13,0.6,6,7,2.8,0.140531169,0.676923077,0.319248153,-0.038813287,0.526315789,0.283790035,0.388058771,0.722222222,0.340874373,7
monarchy,5.409090909090909,2.55,1.71,1.544,3.4,-0.197,1,10.44,8,NA,NA,NA,NA,NA,NA,7,7,2.95,-0.062247644,0.907692308,-0.182727226,0.131779124,0.696428571,0.699588468,-0.029097521,0.851851852,-0.130617515,8
monastery,4.818181818181818,4.75,0.25,2.279,2.9,0.008,0.97,10.26,8,Concrete,1.05,54.84%,NA,NA,NA,9,6,2.95,0.241096296,0.794117647,-0.068277416,-0.041545311,0.909090909,-0.128967838,0.154561748,0.905660377,-0.272640133,9
monetary,4.25,2.96,1.3200000000000003,1.724,2.95,0.077,0.85,12.56,12,NA,NA,NA,NA,NA,NA,8,6,2.7,0.01035574,0.924242424,-0.201822079,-0.327371915,0.912280702,-0.014027337,-0.533091225,0.963636364,-0.870306657,8
monkey,2.28,4.9,0.8200000000000003,3.233,1.9,-0.687,1,4.21,2,Concrete,-0.92,100.00%,0.82,0.17,0.65,5,5,1.65,-0.751084862,1,-0.222606641,-1.114143419,1,-0.035636622,-0.905024787,1,-0.368477195,6
monogamous,4.954545454545454,2.58,2.05,1.633,3.85,0.2,0.9,13.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
monogamy,5.6,1.7,1.4299999999999997,1.672,3.25,0.133,0.88,13.06,13,Abstract,0.51,74.19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
monologue,3.8,3.3,0.4299999999999997,1.771,3.8,-0.011,1,12.59,NA,NA,NA,NA,NA,NA,NA,7,6,3.3,-0.136617071,0.926470588,-0.322123085,-0.62079572,0.963636364,-0.23687219,0.088605189,0.924528302,-0.302754782,9
monopoly,4.904761904761905,2.69,0.29000000000000004,2.152,3.45,-0.45,0.97,6.74,8,NA,NA,NA,NA,NA,NA,8,8,2.9,-0.369427767,1,-0.395438449,-0.668832577,1,-0.242609168,-0.214975697,0.981481481,-0.47467918,8
monotonous,3.4545454545454546,1.55,1.9500000000000002,1.643,4.1,0.263,0.88,13.47,6,Abstract,0.49,90.32%,NA,NA,NA,8,7,2.95,-0.123675368,0.835820896,-0.659568202,-0.307602994,0.947368421,-0.979671028,-0.128788679,0.981481481,-1.216410607,10
monoxide,1.55,2.9,2,1.771,3.5,0.307,0.85,12.79,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
monsieur,4.636363636363637,3.54,0.5,NA,NA,NA,NA,10.12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
monster,3.363636363636364,3.72,2.45,3.297,1.9,-0.71,1,4.58,2,Concrete,-0.63,90.32%,0.67,0.2,0.47,7,6,2.15,-0.525793683,0.96969697,-0.226707043,-0.544146774,0.947368421,0.043908968,-0.49927144,1,-0.533985236,7
monstrous,3.3684210526315788,2.48,1.5699999999999998,2.09,3.35,-0.025,0.97,10.67,4,Abstract,0.42,70.97%,NA,NA,NA,8,7,2.85,-0.07215687,0.984615385,-0.642315755,-0.172865933,0.946428571,-0.808612756,-0.198913263,1,-0.673366878,9
montage,3,2.93,0.4800000000000004,1.763,2.2,-0.089,0.55,11.53,13,NA,NA,NA,0.78,0.15,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
month,2.2083333333333335,4.2,0.7800000000000002,3.686,1.8,-0.586,1,5.79,4,Concrete,-0.49,74.19%,0.66,0.1,0.55,4,5,1.85,-0.476968588,0.925373134,0.210933449,-0.824314461,0.851851852,-0.235178846,0.031395789,0.754716981,0.273602395,5
monument,3.1904761904761907,4.58,1.2400000000000002,2.072,2.7,-0.173,0.97,8.45,4,Concrete,0.04,75.00%,NA,NA,NA,9,7,2.95,-0.221029365,0.953846154,-0.69600723,-0.555734192,0.964912281,-0.67566042,-0.164850693,0.962962963,-0.829710974,8
moo,1.9047619047619049,3.4,0.4800000000000004,2.029,1.15,-0.025,0.94,3.53,2,NA,NA,NA,NA,NA,NA,2,3,1,0.691244143,0.646153846,1.150763003,0.224148429,0.446428571,1.06606302,0.21021236,0.648148148,0.748160564,3
mooch,4.444444444444445,2.28,1.29,1.663,1.85,-0.013,0.72,11.72,10,Abstract,0.35,48.39%,0.91,0.18,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
mood,4.909090909090909,1.75,0.29000000000000004,3.24,1.35,-0.768,0.88,6.58,6,Abstract,-0.33,90.32%,0.71,0.23,0.48,3,4,1.1,-0.729912211,0.939393939,-0.340149591,-0.333569969,0.929824561,0.264557241,-0.575184452,0.945454545,0.487511629,4
moody,4.956521739130435,2.36,1.29,2.064,1.75,-0.561,1,9.37,8,Abstract,-0.6,93.55%,NA,NA,NA,4,4,1.55,-0.68965074,0.96969697,-0.107920691,-0.559522016,0.929824561,0.182275329,-0.805582991,0.945454545,-0.086098224,5
moonlight,2.652173913043478,4.43,2.05,2.55,3.35,-0.458,1,5.5,2,Concrete,-0.06,90.63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
moonlit,1.565217391304348,3.48,2.24,1.462,3,-0.167,0.88,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
moonshine,2.7142857142857144,4.46,0.5,1.699,3.65,-0.294,0.97,9.22,6,Concrete,0.11,90.63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
mope,3.5555555555555554,2.17,1.73,1.544,1.3,-0.297,0.74,9.37,6,Abstract,0.23,46.88%,NA,NA,NA,3,4,1.2,-0.220299046,0.626865672,0.450824514,0.026673124,0.537037037,0.689555824,0.327798054,0.358490566,0.742011977,4
moped,2.090909090909091,3.26,0,1.38,1.55,-0.085,0.84,9.39,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
morale,5.608695652173913,1.85,0.9500000000000002,2.324,1.9,-0.368,0.97,10.62,8,Abstract,-0.16,87.50%,0.75,0.28,0.47,5,6,1.85,-0.69187188,0.970149254,-0.163857589,0.148034992,0.388888889,0.506905739,-0.539292895,1,-0.308907518,6
morality,4.684210526315789,1.47,1.4800000000000004,2.279,2.2,0.026,0.94,11.39,12,Abstract,-0.26,100.00%,NA,NA,NA,8,6,2.35,-0.542711077,1,-0.843654408,-0.152247664,0.796296296,-0.070361865,-0.317768967,0.981132075,-0.631959343,8
morbid,3.363636363636364,2.14,2.27,2.124,2.55,-0.32,1,9.72,10,Abstract,0.47,90.63%,0.82,0.17,0.65,6,5,2,-0.373277773,1,-0.26244385,-0.35050522,0.962962963,-0.227644697,-0.395625563,0.962264151,0.027579825,6
morning,1.894736842105263,3.44,1.4100000000000001,4.35,1.85,-0.684,0.97,4,2,NA,NA,NA,0.65,0.15,0.5,6,5,1.95,-0.495406634,0.969230769,-0.181997413,-0.602559584,0.964285714,-0.157373189,-0.513896613,0.981481481,0.076484221,7
moron,4.5,2.8,0.7000000000000002,2.878,1.75,-0.312,0.94,8.67,6,NA,NA,NA,0.8,0.22,0.58,5,4,1.9,-0.358215792,0.96969697,-0.034076797,-0.379292045,0.964912281,0.082794205,-0.197396479,0.909090909,-0.011060318,5
moronic,4.333333333333333,1.89,1.75,1.748,NA,NA,NA,9.89,NA,Abstract,0.42,90.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
morph,2.789473684210526,2.7,0.5,NA,NA,NA,NA,11.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
morsel,2.2777777777777777,4.19,0.2999999999999998,1.518,1.85,-0.211,0.97,8.78,8,Concrete,0.13,77.42%,0.7,0.27,0.42,6,4,1.9,0.04136321,0.671641791,0.780158457,0.02598773,0.714285714,0.794989838,-0.101854428,0.611111111,0.158760134,6
mortality,5.5,1.46,0.15000000000000036,1.892,2.5,-0.063,0.97,12.35,12,Abstract,-0.17,93.75%,NA,NA,NA,9,5,2.75,0.006243781,1,-0.566010131,-0.249736412,1,-0.594435611,-0.29587405,1,-0.6686214,9
mortgage,3.136363636363636,3.14,1.5499999999999998,2.48,2.8,-0.353,0.91,12.53,6,NA,NA,NA,0.67,0.25,0.42,6,5,2.6,0.144925037,0.910447761,-0.175452694,-0.072924615,0.833333333,-0.343397344,-0.283526078,0.886792453,-0.330585037,8
mortician,3.8260869565217392,4.3,1.44,1.505,3.25,0.529,0.77,10.2,8,Concrete,0.52,87.10%,NA,NA,NA,8,5,2.95,-0.130190902,0.681818182,0.084623842,0.018577327,0.50877193,-0.061305646,0.151270527,0.672727273,-7.17896e-4,9
