word_us,n_phon,phono_upoint,pld20_m,pld20_sd,sg_ldt_acc,sg_ldt_acc_n,us_ldt_acc,us_ldt_acc_n,uk_ldt_acc,uk_ldt_acc_n,sg_ldt_zrt_m,sg_ldt_zrt_sd,sg_ldt_zrt_n,us_ldt_zrt_m,us_ldt_zrt_sd,us_ldt_zrt_n,uk_ldt_zrt_m,uk_ldt_zrt_sd,uk_ldt_zrt_n,sg_ldt_zrtmdur_m,sg_ldt_zrtmdur_sd,sg_ldt_zrtmdur_n,us_ldt_zrtmdur_m,us_ldt_zrtmdur_sd,us_ldt_zrtmdur_n,uk_ldt_zrtmdur_m,uk_ldt_zrtmdur_sd,uk_ldt_zrtmdur_n,...30
calm,4,4,1.75,0.444261658319319,0.962962963,54,0.892307692,65,0.894736842,57,-0.728185309,0.658231429,52,-0.702223584,0.636166063,58,-0.25351174,0.617380447,49,0.228455228,0.664531344,52,-0.076843799,0.580957108,58,0.221531697,0.560483394,49,NA
camera,6,7,2,0,0.962264151,53,0.882352941,68,0.963636364,55,-0.841617991,0.378315076,51,-0.73937632,0.515976921,60,-0.893239709,0.484330558,53,-0.220568096,0.460816375,51,0.220531742,0.543803928,60,0.146167961,0.498991363,53,NA
camouflage,8,5,3.85,0.489360484929592,0.962962963,54,1,67,1,57,-0.36776726,0.59564629,52,-0.071916469,0.816809816,67,-0.316214055,0.583083299,57,-0.664864078,0.568490186,52,-1.077859292,0.701498081,67,-1.338995457,0.650442007,57,NA
camp,4,5,1.4,0.502624689950034,0.943396226,53,0.970588235,68,0.962962963,54,-0.76563431,0.799475653,47,-0.594585416,0.594800913,66,-0.681137759,0.912923057,50,0.461878198,0.772677018,47,-0.154342189,0.649840485,66,0.197168609,0.87690858,50,NA
campaign,6,5,2.45,0.604805318829299,0.981481481,54,1,67,1,56,-0.340026325,0.633133162,51,-0.320343765,0.632824621,67,-0.412006111,0.579106097,53,-0.544672443,0.554889502,51,-0.607981114,0.613531429,67,-0.568816383,0.580917162,53,NA
cancel,6,7,1.7,0.47016234598162704,0.962264151,53,1,67,0.925925926,54,-0.095808864999999993,0.714015227,50,-0.394747392,0.710001385,66,-0.142413333,0.672140722,48,0.143368456,0.728570939,50,0.206044742,0.675769169,66,0.545383436,0.666539743,48,NA
cancer,6,7,1.7,0.47016234598162704,0.981481481,54,1,67,0.98245614,57,-0.647996985,0.601562509,52,-0.588308312,0.487089955,67,-0.667736063,0.557350576,55,-0.121814597,0.622021654,52,-0.124315465,0.502803816,67,0.091580669,0.558159552,55,NA
candid,6,6,1.8,0.410391340834061,0.905660377,53,0.970149254,67,0.944444444,54,-0.461219306,0.487514224,48,-0.420953083,0.600657367,64,-0.50435476,0.46244876,48,0.316978921,0.54012143,48,-0.008368842,0.66644226,64,0.062240351,0.491151139,48,NA
candidate,8,8,3.15,0.587142948612399,0.963636364,55,0.984848485,66,0.98245614,57,-0.159434479,0.719758751,52,-0.588337971,0.663846434,65,-0.283220546,0.55790944,56,-0.617914158,0.716823903,52,-0.257428624,0.614484493,65,-0.476061284,0.556516609,56,NA
candle,5,6,1.6,0.502624689950034,0.981481481,54,1,67,0.928571429,56,-0.483988832,0.623348662,53,-0.736698772,0.482634151,66,-0.833024162,0.43734824,50,0.248514272,0.625901909,53,0.020398854,0.554202396,66,-0.010828133,0.425740464,50,NA
candlelight,8,6,3.55,0.51041778553404,0.962264151,53,0.941176471,68,0.836363636,55,-0.01935432,0.665602476,50,0.02542827,0.658998193,62,0.22987164400000001,0.834142698,45,-0.625849906,0.669449074,50,-0.579550619,0.579284127,62,-0.375823726,0.826210539,45,NA
candy,5,6,1.55,0.51041778553404,0.963636364,55,0.96969697,66,0.947368421,57,-0.560014028,0.639888485,52,-0.588332602,0.519078926,64,-0.754401014,0.488061115,53,-0.08017065,0.650748213,52,-0.132534963,0.623606607,64,0.134425677,0.569933001,53,NA
cannibal,7,8,1.85,0.36634754853252305,0.943396226,53,0.985294118,68,0.907407407,54,-0.491863616,0.574017262,50,-0.507239315,0.479751915,67,-0.592257078,0.599096803,48,-0.258585402,0.538215047,50,0.075909576,0.47636929,67,0.207026793,0.638424105,48,NA
cannonball,8,6,3.55,0.604805318829299,0.962962963,54,1,66,0.892857143,56,-0.446940373,0.385637095,51,-0.312039429,0.497267785,66,-0.443224451,0.521238665,50,-0.465163831,0.361452751,51,-0.413966692,0.483211386,66,-0.612479305,0.484313092,50,NA
canoe,4,4,1.95,0.223606797749979,0.890909091,55,0.954545455,66,0.894736842,57,-0.701578487,0.576137035,48,-0.708799159,0.636021449,63,-0.751215762,0.673368739,50,0.2307799,0.649300467,48,-0.106951195,0.651164346,63,0.220045437,0.714930666,50,NA
canteen,6,5,2.05,0.223606797749978,0.943396226,53,1,68,0.963636364,55,-0.26690595,0.632759799,49,0.013311944,0.588510433,68,-0.173327362,0.524706503,53,-0.247364946,0.664664641,49,-0.358833576,0.566405161,68,-0.508391039,0.569220624,53,NA
capability,10,6,3.15,0.36634754853252305,0.981481481,54,0.953846154,65,1,56,0.006321784,0.784671624,52,-0.367707711,0.47754539,62,-0.333203216,0.484175193,56,-0.989393346,0.633785407,52,-0.818795692,0.473770256,62,-0.761704897,0.380765472,56,NA
capable,7,6,2.5,0.512989176042577,1,54,1,65,0.964912281,57,-0.770770536,0.372393025,52,-0.878811619,0.569471899,65,-0.875239567,0.54225836,55,-0.411260667,0.388703353,52,-0.301713782,0.569370895,65,-0.227371464,0.511136341,55,NA
capacity,8,8,2.7,0.47016234598162704,0.981481481,54,0.985074627,67,1,56,-0.23774282,0.623511606,51,-0.341237178,0.622809616,66,-0.404559152,0.735680996,55,-0.461953302,0.618358716,51,-0.494973063,0.633036131,66,-0.47012779,0.651308541,55,NA
capital,6,7,2.1,0.307793505625546,1,54,0.893939394,66,1,57,-0.420438071,0.729691408,54,-0.431076245,0.778745393,59,-0.572267173,0.605516009,57,-0.015258823,0.70629711,54,0.177810599,0.768821627,59,0.112312189,0.66210429,57,NA
capitalize,8,9,3.4,0.5982430416161191,1,55,1,66,1,56,-0.100734023,0.612419299,55,-0.282500673,0.478953181,65,-0.152945789,0.541073113,56,-1.153676986,0.68474788,55,-1.227082343,0.551062493,65,-1.254256892,0.512523702,56,NA
captain,6,7,1.9,0.307793505625546,0.927272727,55,0.954545455,66,0.859649123,57,-0.349771368,0.465561021,51,-0.608765397,0.527255219,63,-0.076899901,0.737098776,49,-0.005087562,0.505757116,51,0.102767797,0.543861576,63,0.490235143,0.850187871,49,NA
captive,6,7,2.8,0.410391340834061,0.925925926,54,0.984848485,66,1,56,-0.437327925,0.697013442,50,-0.366669938,0.61433415,63,-0.680602899,0.651332492,56,-0.324222865,0.675428092,50,-0.615778897,0.604252999,63,-0.407617829,0.672104016,56,NA
captivity,9,7,3.5,0.606976978666883,1,54,1,65,0.964285714,56,-0.452600388,0.486870231,52,-0.251311865,0.723225145,64,-0.363949079,0.569308066,54,-0.856218413,0.475734133,52,-0.405526762,0.665783269,64,-0.396269132,0.542793375,54,NA
capture,6,4,1.9,0.307793505625546,0.981818182,55,0.984848485,66,1,56,-0.681028198,0.489198971,54,-0.439123344,0.740312503,65,-0.976860486,0.617810572,56,-0.410936008,0.503176149,54,-0.022114384,0.749073176,65,0.039815758,0.623600487,56,NA
car,3,4,1,0,0.981481481,54,0.984848485,66,0.928571429,56,-1.183418614,0.53593353,52,-1.032525173,0.647823191,64,-0.492821453,0.601168871,52,0.055754058,0.571273388,52,-0.002486349,0.716380213,64,0.294577356,0.610150647,52,NA
caramel,6,7,1.85,0.36634754853252305,0.925925926,54,0.641791045,67,0.892857143,56,-0.575617622,0.588958233,49,-0.74013029,0.624521036,40,-0.420559233,0.637380776,49,-0.123942399,0.663497654,49,-0.011274592,0.730480019,40,0.116016786,0.651730387,49,NA
caravan,7,5,2.8,0.410391340834061,0.759259259,54,0.876923077,65,0.912280702,57,-0.137628679,0.552510827,39,-0.314969436,0.60130971,56,-0.389082811,0.429086913,50,0.113343497,0.554274657,39,-0.167172888,0.568833178,56,-0.374660565,0.43913262,50,NA
carcass,6,4,2,0,0.905660377,53,0.823529412,68,0.872727273,55,-0.601869391,0.470897596,45,-0.476760991,0.583754967,56,-0.380456697,0.65320006,47,-0.835722497,0.440254747,45,-0.445235472,0.561961675,56,-0.761630392,0.603019745,47,NA
cardiac,7,6,3.15,0.36634754853252305,0.981481481,54,0.953846154,65,0.964912281,57,-0.175757677,0.624097936,53,-0.342091738,0.584300524,60,-0.131579507,0.707571105,54,-0.192374433,0.616142876,53,-0.359846443,0.590356261,60,0.024183243,0.742642612,54,NA
cardigan,8,6,2.9,0.307793505625546,0.963636364,55,0.96969697,66,0.947368421,57,-0.520274761,0.593639287,52,-0.688037284,0.383600389,64,-0.656622246,0.441075717,54,-0.146874292,0.552117997,52,-0.005553686,0.475354869,64,0.012938323,0.47197282,54,NA
care,3,4,1,0,1,55,0.96969697,66,0.964912281,57,-1.269194075,0.694988983,54,-1.062190809,0.471050894,62,-0.954244213,0.538855959,55,0.051692014,0.641341029,54,-0.180188428,0.516297125,62,0.111743679,0.562742276,55,NA
career,5,6,1.95,0.223606797749979,0.962962963,54,0.925373134,67,1,57,-0.804661406,0.507120451,52,-0.377105896,0.832583108,59,-0.754428621,0.591936577,57,-0.269337998,0.512427551,52,0.311060891,0.83607831,59,-0.16593432,0.704463304,57,NA
carefree,6,5,2.8,0.410391340834061,0.943396226,53,0.970149254,67,0.962962963,54,-0.558490384,0.526005154,50,-0.169181463,0.613410927,65,-0.351583971,0.524048977,51,-0.20978073,0.578998485,50,-0.56039538,0.606106718,65,-0.307725393,0.507701881,51,NA
careless,6,7,1.9,0.307793505625546,0.981132075,53,0.970588235,68,0.962962963,54,-0.408592646,0.697023162,52,-0.273458841,0.660592631,66,-0.619610897,0.444432441,51,-0.451969658,0.646890406,52,-0.939845725,0.740254935,66,-0.839166475,0.407923609,51,NA
caress,5,6,1.9,0.307793505625546,0.886792453,53,0.940298507,67,0.925925926,54,-0.449793235,0.573910949,44,-0.199551057,0.586549085,62,-0.134623109,0.755859221,49,-0.269187506,0.5319415,44,-0.394690227,0.579890895,62,-0.174759379,0.718116668,49,NA
caretaker,8,4,3.25,0.55011960422018,1,53,0.970149254,67,0.907407407,54,0.035045446,0.593848738,53,-0.330930879,0.560440415,64,-0.28557098400000003,0.462029963,48,0.093912746,0.544631061,53,-0.047502948,0.590278677,64,-0.341580933,0.556149564,48,NA
carnation,8,5,2.75,0.444261658319319,1,54,0.985074627,67,0.928571429,56,-0.37799209,0.651629079,52,-0.473515074,0.507342337,65,-0.425941374,0.657238152,50,-0.51247072,0.640599499,52,-0.479837377,0.500981882,65,-0.430356929,0.611825786,50,NA
carnival,8,7,2.85,0.36634754853252305,0.981818182,55,0.96969697,66,0.947368421,57,-0.427703602,0.43712021,54,-0.739499334,0.621368545,63,-0.27492858,0.689225109,54,-0.36208126,0.511025708,54,-0.326880496,0.625943716,63,0.147076147,0.681015012,54,NA
carpenter,9,8,3.35,0.7451598203705939,1,53,0.970588235,68,0.981818182,55,-0.544501425,0.403511005,53,-0.54963136,0.718920354,66,-0.464288159,0.539740856,54,-0.322633388,0.436237829,53,-0.069039971,0.700319366,66,-0.267614032,0.513771346,54,NA
carpet,6,7,1.95,0.223606797749979,0.867924528,53,0.970149254,67,0.944444444,54,-0.670878517,0.567786611,45,-0.885749105,0.529221508,65,-0.555204129,0.646980925,49,0.041160271,0.929988196,45,-0.401231291,0.578576446,65,-0.466611461,0.62452897,49,NA
carriage,5,5,1.85,0.36634754853252305,0.888888889,54,0.925373134,67,0.947368421,57,-0.181749507,0.740350134,48,-0.036453098,0.610446284,59,-0.412197241,0.464598867,53,0.35687792,0.639325369,48,0.011215174,0.652498359,59,-0.390842165,0.495639136,53,NA
carrier,6,6,1.8,0.410391340834061,0.907407407,54,0.955223881,67,0.982142857,56,-0.263534477,0.791443868,49,-0.28327554,0.543396609,64,-0.670237016,0.613927618,53,0.136045061,0.786755537,49,0.189771103,0.57396955,64,0.236498344,0.650437568,53,NA
cartilage,7,5,2.75,0.444261658319319,0.849056604,53,0.925373134,67,0.925925926,54,-0.242151845,0.534249656,45,-0.06291164,0.672990873,61,-0.178299957,0.553818608,49,-0.531186924,0.570782485,45,-0.086266953,0.638084627,61,-0.419040746,0.549204726,49,NA
cartoon,6,7,2.2,0.523148363780596,0.981132075,53,1,67,0.962962963,54,-0.66356265,0.440356785,50,-0.547876185,0.470923778,66,-0.241340891,0.402018308,50,-0.406265293,0.495099027,50,-0.636434332,0.455018836,66,-0.544699383,0.377733672,50,NA
cartridge,7,5,2.8,0.523148363780596,0.814814815,54,0.861538462,65,0.892857143,56,-0.265338777,0.646947888,43,-0.120377838,0.556430715,55,-0.179900817,0.583132765,50,0.027886088,0.60714913,43,-0.08457761,0.546803262,55,-0.425476983,0.561101288,50,NA
cascade,6,5,2.9,0.307793505625546,1,53,0.970588235,68,0.963636364,55,-0.01118595,0.847849751,53,-0.026238435,0.626206402,66,-0.297387752,0.597643986,52,0.003404387,0.782979499,53,-0.697049849,0.596136651,66,-0.330467765,0.586574764,52,NA
cashmere,6,4,2.95,0.223606797749978,0.925925926,54,0.833333333,66,0.894736842,57,-0.235669239,0.544231794,49,0.095941117,0.681184945,53,-0.319129825,0.629213698,50,-0.032445533,0.516622709,49,0.131500701,0.711490462,53,0.166052168,0.626234219,50,NA
castaway,7,6,2.9,0.307793505625546,0.759259259,54,0.731343284,67,0.824561404,57,-0.12230836,0.616764337,40,0.187121087,0.624465674,44,0.013886574,0.373923065,44,-0.025509065,0.60214112,40,0.480956405,0.65320785,44,0.235867111,0.392060586,44,NA
castle,5,5,1.55,0.51041778553404,0.963636364,55,0.939393939,66,0.964285714,56,-0.722137994,0.67003339,52,-0.470591707,0.552446272,60,-0.602365007,0.497490088,53,-0.084592101,0.656305405,52,0.031257918,0.605671062,60,0.238624043,0.53352882,53,NA
castration,9,7,2.9,0.307793505625546,0.907407407,54,0.96969697,66,0.982142857,56,-0.008296635,0.654458923,47,-0.173408196,0.529307793,63,-0.313725751,0.391824121,55,-0.61205057,0.584958015,47,-0.322954813,0.507681488,63,-0.441516341,0.398124401,55,NA
casual,6,7,2.45,0.604805318829299,0.981818182,55,0.984848485,66,0.964912281,57,-1.106063973,0.526741002,52,-0.675896484,0.441757102,65,-0.639197785,0.577077334,55,-0.232595584,0.608575468,52,-0.335319921,0.505028559,65,-0.12728229,0.548372832,55,NA
casualty,8,7,3.4,0.882579950158087,0.981132075,53,1,68,0.981818182,55,-0.204811922,0.705040409,51,-0.196011563,0.482449431,67,-0.304071734,0.583655593,54,-0.54022454,0.633495235,51,-0.300959515,0.461931774,67,-0.317393357,0.54890079,54,NA
catalyst,8,5,2.75,0.444261658319319,0.981481481,54,0.984848485,66,0.964912281,57,-0.403109774,0.631470327,51,-0.375364671,0.66191069,65,-0.361602068,0.549447564,54,-0.114729071,0.617860634,51,-0.825576553,0.627494441,65,-0.64381715,0.539654859,54,NA
catapult,8,5,3.2,0.523148363780596,0.963636364,55,0.833333333,66,0.894736842,57,-0.117068183,0.520526177,51,-0.261656121,0.564117874,55,-0.184987997,0.645541917,49,-0.215288324,0.545769989,51,-0.494616983,0.541637788,55,-0.052304489,0.541842086,49,NA
catastrophe,10,5,4.45,0.604805318829299,0.981481481,54,0.985074627,67,1,57,-0.161785022,0.62019007,52,-0.279413873,0.630701107,65,-0.202053317,0.568746675,57,-0.672402528,0.492619963,52,-0.695992018,0.683597987,65,-0.613347108,0.504970779,57,NA
catastrophic,11,10,5.2,0.8335087534664899,0.962962963,54,0.985074627,67,0.964912281,57,-0.117447789,0.496441559,51,0.041155397,0.771372419,63,-0.015653438,0.643670169,54,-0.768785362,0.472795628,51,-1.048587507,0.674664535,63,-0.89553359,0.581104046,54,NA
catchy,4,4,1.85,0.36634754853252305,0.981132075,53,0.985074627,67,0.907407407,54,-0.905038451,0.484934086,52,-0.490316917,0.818572939,66,-0.501716807,0.601904872,45,0.153419252,0.599999853,52,-0.013823533,0.794547937,66,0.337917081,0.5028244,45,NA
cater,5,6,1.55,0.51041778553404,0.907407407,54,0.861538462,65,0.877192982,57,-0.520055213,0.600311457,49,-0.662678852,0.721075443,55,-0.904888197,0.404156881,49,-0.029072727,0.612518431,49,0.351118068,0.709193021,55,0.211564436,0.541240753,49,NA
caterpillar,10,6,4.4,0.502624689950034,0.981481481,54,0.970149254,67,1,57,-0.43002595,0.425235622,53,-0.433776319,0.539827343,65,-0.707702801,0.319379872,55,-0.330372995,0.433067129,53,-0.431350512,0.593850362,65,-0.328923533,0.35548787,55,NA
catfish,6,4,2.8,0.410391340834061,1,53,1,68,0.907407407,54,-0.521895259,0.464920802,53,-0.318337934,0.572814964,67,-0.400854294,0.449078372,49,-0.516483244,0.43608839,53,-0.873238822,0.542973522,67,-0.798635922,0.503526918,49,NA
cathedral,8,4,3.8,0.410391340834061,0.87037037,54,0.892307692,65,0.929824561,57,-0.309475014,0.68693116,47,-0.438570871,0.526584255,58,-0.396099714,0.482955514,52,-0.651171234,0.668314954,47,-0.181486274,0.549309135,58,-0.298714895,0.515678554,52,NA
catholic,7,5,2.95,0.223606797749978,0.944444444,54,0.727272727,66,0.842105263,57,-0.510392255,0.623797914,50,-0.060584249,0.660440142,45,-0.239811144,0.773029194,48,-0.557208347,0.618113803,50,-0.215892289,0.782351968,45,0.184166455,0.771419188,48,NA
cattle,4,5,1.25,0.444261658319319,1,53,0.955882353,68,1,55,-0.687164885,0.634032569,53,-0.762391963,0.69257277799999994,64,-0.994810698,0.464008931,54,0.313493006,0.610337489,53,0.385511416,0.804599751,64,0.31502066,0.498965457,54,NA
cauliflower,9,5,3.9,0.552506251453082,0.945454545,55,0.772727273,66,0.946428571,56,-0.076997899,0.530911195,51,0.122907606,0.660753815,50,-0.588819655,0.441324215,52,-0.38612567800000003,0.519497567,51,-0.110652433,0.661345882,50,-0.338515445,0.435084057,52,NA
cause,3,4,1.65,0.48936048492959294,0.925925926,54,0.970149254,67,0.910714286,56,-0.503581422,0.676915385,48,-0.547993729,0.589597136,64,0.069011599,0.660004291,51,0.242666463,0.648603955,48,-0.083498867,0.672838997,64,-0.180690783,0.547339582,51,NA
caution,5,6,1.85,0.36634754853252305,0.981818182,55,0.954545455,66,0.964912281,57,-0.656090316,0.513104025,53,-0.641998589,0.700112886,63,-0.660434133,0.573092118,55,-0.287390777,0.513279556,53,0.290570939,0.679266205,63,0.164551836,0.62998658,55,NA
cautious,5,6,1.85,0.36634754853252305,1,53,1,67,0.925925926,54,-0.63749012,0.383695904,53,-0.708652144,0.439590164,66,-0.518654819,0.679331524,49,-0.75970717,0.420917395,53,-0.766762162,0.497473744,66,-0.590294737,0.688499938,49,NA
cease,3,4,1.1,0.307793505625546,0.890909091,55,0.924242424,66,0.859649123,57,0.050936115,1.013980415,47,-0.095434393,0.754777693,55,0.366349071,0.84244037,43,0.41491372,0.907407989,47,0.28300336,0.743518545,55,0.109537958,0.807261852,43,NA
ceiling,5,4,1.45,0.51041778553404,0.981481481,54,0.984848485,66,1,57,-0.287452427,0.494678646,51,-0.174983317,0.671296236,63,-0.238829108,0.487869544,57,-0.064878556,0.527000561,51,-0.054330637,0.727972106,63,0.013497505,0.51584118,57,NA
celebrate,8,8,2.8,0.523148363780596,0.981481481,54,0.984848485,66,0.982142857,56,-0.01600213,0.678212236,52,-0.221055697,0.667703512,64,-0.551960791,0.674147512,54,-0.684832048,0.444597405,52,-0.89163807,0.672419491,64,-1.033355428,0.62412397,54,NA
celebration,10,8,2.85,0.36634754853252305,1,53,1,68,1,55,0.377026184,0.638923763,50,-0.027199249000000002,0.598428725,67,-0.01228262,0.49418321,55,-0.917251377,0.58798018,50,-0.627838959,0.523822764,67,-0.586285054,0.550853645,55,NA
celebrity,9,5,2.8,0.695852373938459,0.981132075,53,1,68,0.981818182,55,-0.581848083,0.37215805,52,-0.403131636,0.598893286,67,-0.250504078,0.514098387,54,-0.648337175,0.348006135,52,-0.399273634,0.597248803,67,-0.67283141,0.499240401,54,NA
celestial,8,5,3.4,0.502624689950034,0.962962963,54,0.909090909,66,0.947368421,57,0.280230135,0.728668271,51,0.155743052,0.646806588,58,0.322948238,0.537440302,54,-0.386910342,0.537059857,51,-0.314435644,0.638560419,58,-0.16747495,0.503533109,54,NA
cellophane,7,5,2.95,0.223606797749978,0.641509434,53,0.705882353,68,0.8,55,0.312156181,0.730281483,32,-0.070486848,0.608617407,48,0.099173781,0.646648907,43,-0.374846241,0.662317171,32,-0.06973583,0.588913021,48,-0.284423323,0.581012499,43,NA
cellular,8,7,2.7,0.571240570577479,0.924528302,53,0.955223881,67,0.907407407,54,-0.166181443,0.499996848,48,-0.095641437,0.603577205,63,0.039285702,0.62350487,48,0.139443029,0.523161134,48,0.035510912,0.576287512,63,0.28557256,0.534040238,48,NA
cemetery,8,5,2.6,0.5982430416161191,0.962264151,53,0.865671642,67,0.944444444,54,-0.218046842,0.509337087,51,0.050099225,0.54919158,57,-0.344416385,0.578589128,49,-0.418604491,0.483366682,51,-0.321142061,0.49709815,57,-0.14156838,0.48280676,49,NA
census,6,6,1.9,0.307793505625546,0.886792453,53,0.926470588,68,0.87037037,54,0.114960978,0.576698034,45,0.131744582,0.618109732,62,0.374096403,0.603695545,47,-0.33946699,0.57355944699999994,45,-0.244830328,0.603103868,62,-0.299621594,0.707821744,47,NA
centipede,8,6,3.1,0.552506251453082,0.981481481,54,0.969230769,65,0.982142857,56,-0.020166016,0.579400101,53,0.022153234,0.559738002,60,-0.004852135,0.642158736,54,-0.295298455,0.537806,53,-0.435584997,0.517664432,60,-0.272635258,0.595090021,54,NA
central,7,8,2.25,0.55011960422018,0.981132075,53,0.970588235,68,0.945454545,55,-0.173727005,0.43791162,50,-0.329719514,0.510959421,65,-0.506107483,0.675486831,52,-0.275770326,0.43074714,50,0.200722785,0.514528301,65,0.149432481,0.677778337,52,NA
century,7,7,2.25,0.638666373658505,0.981481481,54,0.954545455,66,0.946428571,56,0.062135077,0.713021794,52,-0.014653253,0.664376631,63,-0.115224412,0.661169809,53,-0.093378729,0.685037547,52,0.022698986,0.641337937,63,-0.02930974,0.650039359,53,NA
cereal,6,7,1.8,0.410391340834061,0.981481481,54,1,65,0.928571429,56,-0.093249824,0.487185619,51,-0.409379899,0.456048345,65,-0.174713395,0.685828348,50,0.176231777,0.472964963,51,-0.005257298,0.489972217,65,0.336241426,0.573266752,50,NA
ceremonial,10,11,3.45,0.8870412083230169,0.962962963,54,0.96969697,66,0.928571429,56,0.194085189,0.518407083,51,0.31655197,0.579068972,63,0.339160739,0.585033405,51,-0.61029363,0.465569101,51,-0.306975484,0.499876689,63,-0.339626944,0.491589897,51,NA
ceremony,8,9,3.15,0.587142948612399,0.924528302,53,0.955882353,68,0.927272727,55,0.121990575,0.755709357,48,-0.085105523,0.49519979,64,0.045259443,0.580915611,51,-0.055830983,0.713063557,48,-0.205552516,0.423231485,64,-0.170147356,0.574963603,51,NA
